,point index,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
1792,1917,Bar,French Restaurant,Food,Restaurant,Shop & Service,Coffee Shop,Italian Restaurant,Hotel,,
1793,1918,Bar,French Restaurant,Coffee Shop,Food,,,,,,
1794,1919,Bar,French Restaurant,Shop & Service,Hotel,Creperie,Restaurant,Food,Asian Restaurant,Italian Restaurant,
1795,1920,Bar,French Restaurant,Restaurant,Asian Restaurant,Creperie,Athletics & Sports,Bakery,Chinese Restaurant,Food & Drink Shop,Food
1796,1921,Asian Restaurant,French Restaurant,Food,Athletics & Sports,Bakery,Bar,Restaurant,Food & Drink Shop,Shop & Service,Hotel
1797,1922,Food,French Restaurant,Asian Restaurant,Hotel,Café,Italian Restaurant,Bar,Food & Drink Shop,Dessert Shop,Japanese Restaurant
1798,1923,Bar,Italian Restaurant,French Restaurant,Café,Hotel,Food,Asian Restaurant,,,
1799,1924,Restaurant,Bar,Asian Restaurant,Hotel,Outdoors & Recreation,Italian Restaurant,Café,Food,,
1800,1925,Restaurant,Bar,Asian Restaurant,Food,French Restaurant,Café,Shop & Service,Japanese Restaurant,,
1801,1926,Bar,Restaurant,Nightlife Spot,Shop & Service,Hotel,French Restaurant,Dessert Shop,Japanese Restaurant,,
1802,1927,Bar,Restaurant,Nightlife Spot,Dessert Shop,Japanese Restaurant,Café,French Restaurant,,,
1803,1928,Bar,Restaurant,Athletics & Sports,Café,,,,,,
1804,1929,Bar,Food,,,,,,,,
1805,1930,Asian Restaurant,Chinese Restaurant,Bar,Japanese Restaurant,Café,French Restaurant,,,,
1806,1931,Asian Restaurant,Bar,Chinese Restaurant,French Restaurant,Japanese Restaurant,Café,Coffee Shop,Restaurant,,
1807,1932,French Restaurant,Bar,Asian Restaurant,Plaza,Japanese Restaurant,Café,Restaurant,Coffee Shop,,
1808,1933,Plaza,Italian Restaurant,Café,,,,,,,
1809,1934,Outdoors & Recreation,Bar,French Restaurant,,,,,,,
1810,1935,Outdoors & Recreation,French Restaurant,Bar,,,,,,,
1811,1936,French Restaurant,Bar,Restaurant,,,,,,,
1812,1937,French Restaurant,Restaurant,Asian Restaurant,Bar,Italian Restaurant,Hotel,Food & Drink Shop,,,
1813,1938,Food & Drink Shop,Asian Restaurant,Bar,Italian Restaurant,French Restaurant,,,,,
1814,1939,Food & Drink Shop,Restaurant,Bar,,,,,,,
1815,1940,Bar,Food & Drink Shop,Creperie,Plaza,Food,Restaurant,Coffee Shop,,,
1816,1941,Bar,Athletics & Sports,French Restaurant,Coffee Shop,Food,Restaurant,,,,
1817,1942,Asian Restaurant,Athletics & Sports,Bakery,Hotel,Restaurant,,,,,
1818,1943,French Restaurant,Asian Restaurant,Bakery,Café,Creperie,,,,,
1819,1944,French Restaurant,Restaurant,Café,Creperie,,,,,,
1820,1945,Restaurant,,,,,,,,,
1821,1947,Shop & Service,Café,,,,,,,,
1822,1948,Café,,,,,,,,,
1823,1950,Japanese Restaurant,Italian Restaurant,Food,,,,,,,
1824,1951,Shop & Service,Bar,Clothing Store,Food & Drink Shop,Food,,,,,
1825,1952,Shop & Service,Food & Drink Shop,Bar,Food,Dessert Shop,Italian Restaurant,Hotel,Bakery,Plaza,Department Store
1826,1953,Japanese Restaurant,French Restaurant,Shop & Service,Plaza,Outdoors & Recreation,Bar,Café,Coffee Shop,,
1827,1954,Plaza,Outdoors & Recreation,Japanese Restaurant,Bar,French Restaurant,Café,Chinese Restaurant,Restaurant,,
1828,1955,Chinese Restaurant,,,,,,,,,
1829,1956,Hotel,,,,,,,,,
1830,1957,Food,Shop & Service,Italian Restaurant,Chinese Restaurant,Coffee Shop,,,,,
1831,1958,Food & Drink Shop,Shop & Service,Athletics & Sports,Bakery,Bar,Chinese Restaurant,Coffee Shop,Restaurant,Food,Asian Restaurant
1832,1959,French Restaurant,Food,Asian Restaurant,Hotel,Bakery,Bar,Restaurant,Food & Drink Shop,Shop & Service,Italian Restaurant
1833,1960,French Restaurant,Food & Drink Shop,Food,Shop & Service,Bakery,Italian Restaurant,Hotel,Restaurant,,
1834,1961,Hotel,Food,,,,,,,,
1835,1962,Hotel,French Restaurant,Food,Asian Restaurant,Bar,,,,,
1836,1963,French Restaurant,Shop & Service,Food,Restaurant,Italian Restaurant,Bar,Hotel,Dessert Shop,,
1837,1964,French Restaurant,Shop & Service,Bar,Food & Drink Shop,Athletics & Sports,Café,Chinese Restaurant,Coffee Shop,Restaurant,Food
1838,1965,French Restaurant,Bar,Restaurant,Food,Food & Drink Shop,Shop & Service,Athletics & Sports,Chinese Restaurant,Coffee Shop,Dessert Shop
1839,1966,French Restaurant,Italian Restaurant,Café,Shop & Service,Food,Hotel,Asian Restaurant,Outdoors & Recreation,,
1840,1967,Asian Restaurant,Café,French Restaurant,,,,,,,
1841,1968,Restaurant,Asian Restaurant,,,,,,,,
1842,1969,Restaurant,Bakery,Bar,Hotel,,,,,,
1843,1970,Bar,Restaurant,Café,Hotel,French Restaurant,Food,,,,
1844,1971,Bar,Café,Dessert Shop,Hotel,Restaurant,Food,Food & Drink Shop,Asian Restaurant,,
1845,1972,Bar,Food,Asian Restaurant,Plaza,Italian Restaurant,French Restaurant,Food & Drink Shop,,,
1846,1973,Outdoors & Recreation,Bar,Food,Restaurant,,,,,,
1847,1974,French Restaurant,Outdoors & Recreation,Bar,Restaurant,,,,,,
1848,1975,Bar,French Restaurant,Food,Shop & Service,Japanese Restaurant,Café,Hotel,Restaurant,,
1849,1976,Café,French Restaurant,Plaza,Bar,Food,Coffee Shop,,,,
1850,1977,French Restaurant,Italian Restaurant,Restaurant,,,,,,,
1851,1978,Outdoors & Recreation,Italian Restaurant,French Restaurant,Restaurant,,,,,,
1852,1979,Outdoors & Recreation,,,,,,,,,
1853,1980,French Restaurant,Outdoors & Recreation,Bar,,,,,,,
1854,1981,Shop & Service,Food & Drink Shop,,,,,,,,
1855,1982,Shop & Service,Bar,Italian Restaurant,Chinese Restaurant,Food & Drink Shop,Food,,,,
1856,1983,Food & Drink Shop,Bar,Chinese Restaurant,Food,Creperie,,,,,
1857,1984,Bar,Food,Creperie,French Restaurant,Food & Drink Shop,Restaurant,Coffee Shop,,,
1858,1985,Food,Bar,Italian Restaurant,French Restaurant,Coffee Shop,,,,,
1859,1986,Bakery,Bar,Italian Restaurant,Food & Drink Shop,Restaurant,,,,,
1860,1987,French Restaurant,Restaurant,Creperie,Café,Food & Drink Shop,Food,,,,
1861,1988,Restaurant,French Restaurant,Hotel,Food,Asian Restaurant,Japanese Restaurant,Café,Creperie,,
1862,1989,Food,Restaurant,Asian Restaurant,Japanese Restaurant,Hotel,French Restaurant,,,,
1863,1991,Creperie,,,,,,,,,
1864,1993,Breakfast Spot,,,,,,,,,
1865,1994,Shop & Service,Hotel,Bar,Food,Food & Drink Shop,Breakfast Spot,Clothing Store,Dessert Shop,Italian Restaurant,Plaza
1866,1995,Shop & Service,Plaza,Bar,Italian Restaurant,Hotel,Food,Athletics & Sports,Bakery,Coffee Shop,Department Store
1867,1996,Shop & Service,Food,Bar,Plaza,French Restaurant,Athletics & Sports,Bakery,Coffee Shop,Department Store,Restaurant
1868,1997,Plaza,Bar,Japanese Restaurant,Hotel,French Restaurant,Café,Restaurant,,,
1869,1998,Hotel,Restaurant,,,,,,,,
1870,1999,Hotel,Italian Restaurant,Food,Restaurant,,,,,,
1871,2000,Food,Shop & Service,Italian Restaurant,Chinese Restaurant,Food & Drink Shop,,,,,
1872,2001,Asian Restaurant,Food,Athletics & Sports,Chinese Restaurant,Restaurant,Shop & Service,Outdoors & Recreation,,,
1873,2002,French Restaurant,Athletics & Sports,Outdoors & Recreation,Food & Drink Shop,,,,,,
1874,2003,Food & Drink Shop,Bar,French Restaurant,Food,Asian Restaurant,Bakery,,,,
1875,2004,French Restaurant,Bar,Asian Restaurant,Restaurant,Hotel,Food & Drink Shop,Athletics & Sports,Japanese Restaurant,Italian Restaurant,Food
1876,2005,French Restaurant,Restaurant,Bar,Asian Restaurant,Hotel,Athletics & Sports,Chinese Restaurant,Food,Shop & Service,Italian Restaurant
1877,2006,Food,Shop & Service,French Restaurant,Bar,Café,Restaurant,Dessert Shop,Asian Restaurant,Japanese Restaurant,
1878,2007,Shop & Service,French Restaurant,Bar,Coffee Shop,Food,Café,Restaurant,Food & Drink Shop,Asian Restaurant,Japanese Restaurant
1879,2008,Bar,French Restaurant,Shop & Service,Coffee Shop,Food,Food & Drink Shop,Asian Restaurant,,,
1880,2009,Asian Restaurant,French Restaurant,Café,Bar,Shop & Service,,,,,
1881,2010,Bar,Café,Asian Restaurant,French Restaurant,Outdoors & Recreation,Food,Shop & Service,,,
1882,2011,Bar,French Restaurant,Bakery,Café,Hotel,,,,,
1883,2012,Bar,French Restaurant,Bakery,Café,Hotel,Food & Drink Shop,Food,Restaurant,,
1884,2013,Bar,Café,Food,Restaurant,,,,,,
1885,2014,Bar,Food,Asian Restaurant,Plaza,Italian Restaurant,Café,Food & Drink Shop,,,
1886,2015,Food,Italian Restaurant,Plaza,Bar,French Restaurant,Shop & Service,Food & Drink Shop,Asian Restaurant,,
1887,2016,Outdoors & Recreation,Bar,Italian Restaurant,French Restaurant,Restaurant,,,,,
1888,2017,French Restaurant,Shop & Service,Outdoors & Recreation,Hotel,Restaurant,,,,,
1889,2018,French Restaurant,Bar,Food,Restaurant,Bakery,Café,Italian Restaurant,Hotel,,
1890,2019,Food,Bar,French Restaurant,Bakery,Japanese Restaurant,Italian Restaurant,Café,Chinese Restaurant,Restaurant,
1891,2020,Italian Restaurant,Hotel,French Restaurant,Chinese Restaurant,Restaurant,,,,,
1892,2021,French Restaurant,Italian Restaurant,Hotel,,,,,,,
1893,2022,French Restaurant,,,,,,,,,
1894,2024,Bakery,,,,,,,,,
1895,2025,Shop & Service,Japanese Restaurant,Chinese Restaurant,French Restaurant,Food,,,,,
1896,2026,French Restaurant,Shop & Service,Japanese Restaurant,Café,Chinese Restaurant,Asian Restaurant,,,,
1897,2028,Bar,Café,,,,,,,,
1898,2029,Outdoors & Recreation,Bar,Café,Food & Drink Shop,Food,,,,,
1899,2030,Food,,,,,,,,,
1900,2031,Asian Restaurant,French Restaurant,Food,Restaurant,Japanese Restaurant,Hotel,Clothing Store,,,
1901,2032,Asian Restaurant,Plaza,Japanese Restaurant,French Restaurant,Food,,,,,
1902,2033,Plaza,Hotel,,,,,,,,
1903,2034,Food,Japanese Restaurant,French Restaurant,,,,,,,
1904,2035,French Restaurant,,,,,,,,,
1905,2037,Plaza,Breakfast Spot,Hotel,,,,,,,
1906,2038,Shop & Service,Plaza,Athletics & Sports,Bar,Breakfast Spot,Italian Restaurant,Food,,,
1907,2039,Asian Restaurant,Bar,Breakfast Spot,Hotel,Food,,,,,
1908,2040,Bakery,Bar,Food & Drink Shop,Food,Restaurant,,,,,
1909,2041,Bar,Hotel,Food & Drink Shop,Food,Bakery,Chinese Restaurant,Restaurant,,,
1910,2042,Hotel,Bar,Food & Drink Shop,Chinese Restaurant,Outdoors & Recreation,Japanese Restaurant,Italian Restaurant,Food,Restaurant,Creperie
1911,2043,Asian Restaurant,Outdoors & Recreation,Italian Restaurant,Chinese Restaurant,Food & Drink Shop,,,,,
1912,2044,Asian Restaurant,Food,Japanese Restaurant,Food & Drink Shop,Restaurant,,,,,
1913,2045,Food,Outdoors & Recreation,Japanese Restaurant,Food & Drink Shop,,,,,,
1914,2046,Bar,Asian Restaurant,French Restaurant,Food & Drink Shop,,,,,,
1915,2047,Asian Restaurant,Hotel,Bar,French Restaurant,Athletics & Sports,Restaurant,Food,Food & Drink Shop,Shop & Service,Italian Restaurant
1916,2048,Asian Restaurant,Hotel,French Restaurant,Restaurant,Food,Athletics & Sports,Bar,Shop & Service,Japanese Restaurant,
1917,2049,French Restaurant,Food,Japanese Restaurant,Hotel,,,,,,
1918,2050,French Restaurant,Asian Restaurant,Japanese Restaurant,Food,,,,,,
1919,2051,Asian Restaurant,Bakery,Bar,,,,,,,
1920,2052,Asian Restaurant,Bar,Café,Italian Restaurant,French Restaurant,Food,,,,
1921,2053,Asian Restaurant,Bar,Café,Italian Restaurant,French Restaurant,Food,,,,
1922,2054,Bar,,,,,,,,,
1923,2055,Bar,French Restaurant,Café,Food & Drink Shop,Food,,,,,
1924,2056,French Restaurant,Food & Drink Shop,Food,,,,,,,
1925,2057,Bar,,,,,,,,,
1926,2058,Bar,French Restaurant,Shop & Service,Italian Restaurant,Café,Food,Asian Restaurant,Plaza,,
1927,2059,Bar,Café,French Restaurant,,,,,,,
1928,2060,Bar,French Restaurant,Japanese Restaurant,Food & Drink Shop,Food,,,,,
1929,2061,Bar,French Restaurant,Bakery,Food,Dessert Shop,Japanese Restaurant,Food & Drink Shop,Restaurant,,
1930,2062,Bakery,Bar,French Restaurant,Food,Dessert Shop,Japanese Restaurant,Italian Restaurant,Food & Drink Shop,Chinese Restaurant,
1931,2063,Bar,Hotel,Coffee Shop,Restaurant,,,,,,
1932,2064,French Restaurant,Plaza,Bakery,Café,,,,,,
1933,2065,French Restaurant,Plaza,Bakery,Café,,,,,,
1934,2066,Food,,,,,,,,,
1935,2067,Food,,,,,,,,,
1936,2068,Asian Restaurant,Japanese Restaurant,Café,French Restaurant,Food,,,,,
1937,2069,Food,Asian Restaurant,Japanese Restaurant,Café,French Restaurant,,,,,
1938,2070,Shop & Service,Food,,,,,,,,
1939,2071,Shop & Service,Outdoors & Recreation,Café,Food,,,,,,
1940,2072,Outdoors & Recreation,Café,Food,,,,,,,
1941,2073,Food,Restaurant,Asian Restaurant,Clothing Store,,,,,,
1942,2074,Restaurant,Asian Restaurant,Clothing Store,Food,,,,,,
1943,2075,Plaza,,,,,,,,,
1944,2076,Plaza,Hotel,,,,,,,,
1945,2077,French Restaurant,,,,,,,,,
1946,2080,Asian Restaurant,Restaurant,,,,,,,,
1947,2081,Asian Restaurant,Restaurant,,,,,,,,
1948,2082,Food,Asian Restaurant,Bar,Food & Drink Shop,,,,,,
1949,2083,Food,Bar,Hotel,Food & Drink Shop,Asian Restaurant,Bakery,Japanese Restaurant,Café,French Restaurant,
1950,2084,Hotel,French Restaurant,Food,Outdoors & Recreation,Bar,Japanese Restaurant,Food & Drink Shop,Café,Creperie,
1951,2085,Creperie,Outdoors & Recreation,Japanese Restaurant,French Restaurant,Chinese Restaurant,Restaurant,,,,
1952,2086,Bakery,Food & Drink Shop,Food,,,,,,,
1953,2087,Bakery,French Restaurant,Food,,,,,,,
1954,2088,French Restaurant,Japanese Restaurant,Asian Restaurant,Athletics & Sports,Bakery,Café,Restaurant,,,
1955,2089,French Restaurant,Shop & Service,Japanese Restaurant,Bakery,Food,Hotel,Asian Restaurant,Italian Restaurant,Athletics & Sports,Bar
1956,2090,Food,Hotel,Shop & Service,Italian Restaurant,Café,Asian Restaurant,,,,
1957,2091,French Restaurant,Italian Restaurant,Hotel,Food,Clothing Store,,,,,
1958,2092,Asian Restaurant,Clothing Store,French Restaurant,,,,,,,
1959,2093,French Restaurant,Food & Drink Shop,Asian Restaurant,Bakery,Italian Restaurant,,,,,
1960,2094,Italian Restaurant,French Restaurant,,,,,,,,
1961,2095,Restaurant,Italian Restaurant,,,,,,,,
1962,2097,Bar,,,,,,,,,
1963,2098,Plaza,Outdoors & Recreation,Hotel,Food,,,,,,
1964,2099,Bar,French Restaurant,,,,,,,,
1965,2100,Bar,French Restaurant,Asian Restaurant,Café,,,,,,
1966,2101,Bar,Asian Restaurant,Food & Drink Shop,Food,,,,,,
1967,2102,Bar,Japanese Restaurant,Food & Drink Shop,Food,,,,,,
1968,2103,French Restaurant,Bar,Japanese Restaurant,Food & Drink Shop,Food,,,,,
1969,2104,Dessert Shop,Bakery,French Restaurant,Food & Drink Shop,Food,,,,,
1970,2105,Japanese Restaurant,French Restaurant,Food & Drink Shop,,,,,,,
1971,2106,Plaza,Athletics & Sports,French Restaurant,,,,,,,
1972,2107,French Restaurant,Plaza,Food & Drink Shop,,,,,,,
1973,2108,French Restaurant,Food & Drink Shop,,,,,,,,
1974,2109,Plaza,,,,,,,,,
1975,2110,Food,Shop & Service,Plaza,Bar,,,,,,
1976,2111,Food,Bar,Shop & Service,Japanese Restaurant,Food & Drink Shop,Hotel,Asian Restaurant,Plaza,,
1977,2112,Bar,Food,Plaza,Japanese Restaurant,Food & Drink Shop,,,,,
1978,2113,Shop & Service,Outdoors & Recreation,French Restaurant,Food,,,,,,
1979,2114,French Restaurant,,,,,,,,,
1980,2115,Bar,,,,,,,,,
1981,2121,Restaurant,Food,,,,,,,,
1982,2122,Restaurant,Food,,,,,,,,
1983,2123,French Restaurant,Food,,,,,,,,
1984,2124,French Restaurant,Food & Drink Shop,Asian Restaurant,Plaza,Bar,Japanese Restaurant,Hotel,Food,Café,
1985,2125,French Restaurant,Japanese Restaurant,Food & Drink Shop,Plaza,Bar,Hotel,Food,Café,,
1986,2126,Bakery,French Restaurant,Restaurant,,,,,,,
1987,2127,Bakery,,,,,,,,,
1988,2128,French Restaurant,Bakery,Clothing Store,Restaurant,,,,,,
1989,2129,French Restaurant,Bar,Asian Restaurant,Plaza,Japanese Restaurant,Clothing Store,Restaurant,,,
1990,2130,Café,French Restaurant,Asian Restaurant,Plaza,Bar,Japanese Restaurant,,,,
1991,2131,Asian Restaurant,Bar,Café,Italian Restaurant,Hotel,Food,,,,
1992,2132,French Restaurant,Clothing Store,,,,,,,,
1993,2133,French Restaurant,Food & Drink Shop,Italian Restaurant,Food,Clothing Store,,,,,
1994,2134,French Restaurant,Food & Drink Shop,Bar,Italian Restaurant,Food,,,,,
1995,2135,French Restaurant,Athletics & Sports,Bar,Italian Restaurant,Food & Drink Shop,,,,,
1996,2138,Bar,,,,,,,,,
1997,2139,Japanese Restaurant,Food,Asian Restaurant,Plaza,Outdoors & Recreation,Hotel,Café,,,
1998,2140,Bar,Food,Plaza,Bakery,Japanese Restaurant,Hotel,Café,Restaurant,,
1999,2141,Restaurant,Bar,French Restaurant,Food & Drink Shop,,,,,,
2000,2142,Bar,Restaurant,Food & Drink Shop,Food,,,,,,
2001,2143,Bar,Food,Restaurant,,,,,,,
2002,2144,Bar,,,,,,,,,
2003,2145,Italian Restaurant,,,,,,,,,
2004,2146,Food & Drink Shop,,,,,,,,,
2005,2147,Athletics & Sports,Food & Drink Shop,Food,,,,,,,
2006,2148,French Restaurant,Food & Drink Shop,Food,,,,,,,
2007,2149,French Restaurant,Food & Drink Shop,,,,,,,,
2008,2150,Plaza,,,,,,,,,
2009,2151,Shop & Service,Plaza,,,,,,,,
2010,2152,Bar,Food,Shop & Service,Hotel,Food & Drink Shop,,,,,
2011,2153,Bar,Plaza,Outdoors & Recreation,Hotel,,,,,,
2012,2154,Outdoors & Recreation,French Restaurant,,,,,,,,
2013,2155,French Restaurant,,,,,,,,,
2014,2156,Bar,,,,,,,,,
2015,2157,Restaurant,,,,,,,,,
2016,2159,Plaza,Café,,,,,,,,
2017,2160,Plaza,Café,Food,,,,,,,
2018,2161,French Restaurant,Food,,,,,,,,
2019,2162,Asian Restaurant,French Restaurant,,,,,,,,
2020,2163,Shop & Service,Hotel,Bakery,Bar,Restaurant,French Restaurant,Dessert Shop,Plaza,Japanese Restaurant,
2021,2164,Shop & Service,Japanese Restaurant,Bar,Food & Drink Shop,French Restaurant,Hotel,Dessert Shop,Plaza,,
2022,2165,Food & Drink Shop,Food,,,,,,,,
2023,2166,Food,,,,,,,,,
2024,2167,Athletics & Sports,Chinese Restaurant,French Restaurant,,,,,,,
2025,2168,French Restaurant,Asian Restaurant,Plaza,Athletics & Sports,Bar,Café,Chinese Restaurant,Food,Restaurant,
2026,2169,Bar,French Restaurant,Asian Restaurant,Plaza,Café,Hotel,Food & Drink Shop,Food,Restaurant,
2027,2170,Shop & Service,Hotel,Bar,Café,Restaurant,Food,Food & Drink Shop,French Restaurant,Asian Restaurant,Italian Restaurant
2028,2171,French Restaurant,Bar,Restaurant,Shop & Service,Athletics & Sports,Japanese Restaurant,Italian Restaurant,Hotel,Café,Food
2029,2172,French Restaurant,Athletics & Sports,Bar,Italian Restaurant,Food,Restaurant,,,,
2030,2173,Athletics & Sports,Bar,Shop & Service,Plaza,Japanese Restaurant,Italian Restaurant,French Restaurant,Food & Drink Shop,Food,
2031,2174,Athletics & Sports,Bar,Shop & Service,Japanese Restaurant,French Restaurant,Food & Drink Shop,,,,
2032,2177,Bakery,Restaurant,Shop & Service,Bar,Italian Restaurant,,,,,
2033,2178,Japanese Restaurant,Bakery,Restaurant,Shop & Service,French Restaurant,Bar,Café,Food,Food & Drink Shop,Asian Restaurant
2034,2179,Bar,Japanese Restaurant,Bakery,Italian Restaurant,French Restaurant,Food & Drink Shop,Food,Restaurant,,
2035,2180,Bar,French Restaurant,Restaurant,Italian Restaurant,Chinese Restaurant,,,,,
2036,2181,Restaurant,Bakery,French Restaurant,,,,,,,
2037,2182,Bakery,Bar,Food & Drink Shop,,,,,,,
2038,2183,Bar,,,,,,,,,
2039,2184,,,,,,,,,,
2040,2185,Bar,,,,,,,,,
2041,2186,Food,,,,,,,,,
2042,2187,Outdoors & Recreation,Food,,,,,,,,
2043,2188,Outdoors & Recreation,,,,,,,,,
2044,2192,Hotel,,,,,,,,,
2045,2194,Hotel,French Restaurant,,,,,,,,
2046,2195,Japanese Restaurant,Hotel,,,,,,,,
2047,2196,Plaza,Café,,,,,,,,
2048,2197,Plaza,,,,,,,,,
2049,2198,Asian Restaurant,French Restaurant,,,,,,,,
2050,2199,French Restaurant,Asian Restaurant,Bakery,Japanese Restaurant,Food & Drink Shop,Restaurant,,,,
2051,2200,Food & Drink Shop,Athletics & Sports,Bakery,Hotel,French Restaurant,Restaurant,,,,
2052,2201,Food & Drink Shop,Dessert Shop,Athletics & Sports,Hotel,,,,,,
2053,2202,French Restaurant,Food & Drink Shop,Food,,,,,,,
2054,2203,French Restaurant,Plaza,Japanese Restaurant,Food,,,,,,
2055,2204,Japanese Restaurant,Hotel,Food,Plaza,Athletics & Sports,Bar,Chinese Restaurant,,,
2056,2205,Hotel,Asian Restaurant,Clothing Store,Athletics & Sports,Japanese Restaurant,Café,French Restaurant,Food & Drink Shop,Food,Restaurant
2057,2206,Asian Restaurant,Café,Hotel,French Restaurant,Food & Drink Shop,Food,Clothing Store,Department Store,,
2058,2207,Shop & Service,Bar,Hotel,Food & Drink Shop,Japanese Restaurant,Italian Restaurant,French Restaurant,Food,Restaurant,Café
2059,2208,Bar,French Restaurant,Restaurant,Athletics & Sports,Japanese Restaurant,Italian Restaurant,Hotel,Food & Drink Shop,Food,Creperie
2060,2209,Bar,French Restaurant,Creperie,Café,Food & Drink Shop,Restaurant,,,,
2061,2210,French Restaurant,Bar,Shop & Service,Plaza,Athletics & Sports,Japanese Restaurant,Café,Food & Drink Shop,,
2062,2211,French Restaurant,Shop & Service,Plaza,Athletics & Sports,Bar,Japanese Restaurant,,,,
2063,2212,French Restaurant,Bar,Nightlife Spot,Hotel,Food,,,,,
2064,2213,French Restaurant,,,,,,,,,
2065,2214,Bakery,Shop & Service,Pharmacy,,,,,,,
2066,2215,Bakery,French Restaurant,Restaurant,Shop & Service,Plaza,Pharmacy,Outdoors & Recreation,Japanese Restaurant,Italian Restaurant,Food
2067,2216,Italian Restaurant,French Restaurant,Outdoors & Recreation,Bar,Chinese Restaurant,,,,,
2068,2217,French Restaurant,Bar,Café,Italian Restaurant,Chinese Restaurant,Food & Drink Shop,Food,,,
2069,2218,Bakery,Food & Drink Shop,Food,,,,,,,
2070,2219,Food & Drink Shop,,,,,,,,,
2071,2222,,,,,,,,,,
2072,2223,Plaza,,,,,,,,,
2073,2224,Plaza,Outdoors & Recreation,French Restaurant,,,,,,,
2074,2225,Outdoors & Recreation,Bar,,,,,,,,
2075,2228,Athletics & Sports,,,,,,,,,
2076,2229,Hotel,Asian Restaurant,Athletics & Sports,Japanese Restaurant,Food & Drink Shop,,,,,
2077,2230,Asian Restaurant,Japanese Restaurant,French Restaurant,Food & Drink Shop,Food,Hotel,,,,
2078,2231,Food & Drink Shop,Asian Restaurant,Athletics & Sports,Japanese Restaurant,Hotel,French Restaurant,,,,
2079,2233,French Restaurant,Athletics & Sports,Bakery,Japanese Restaurant,Hotel,,,,,
2080,2234,French Restaurant,Plaza,Athletics & Sports,Bakery,Bar,Japanese Restaurant,Hotel,Food,,
2081,2235,Hotel,Food,Plaza,Bar,Japanese Restaurant,,,,,
2082,2236,Hotel,Clothing Store,Food & Drink Shop,Food,Department Store,,,,,
2083,2237,Clothing Store,French Restaurant,Food & Drink Shop,Food,Department Store,,,,,
2084,2238,Outdoors & Recreation,Bar,Japanese Restaurant,French Restaurant,Food & Drink Shop,Food,,,,
2085,2239,Creperie,Outdoors & Recreation,Bar,Japanese Restaurant,Food & Drink Shop,Food,,,,
2086,2240,Bar,Café,French Restaurant,,,,,,,
2087,2241,Food & Drink Shop,Bar,Café,French Restaurant,,,,,,
2088,2242,French Restaurant,Bar,Food & Drink Shop,,,,,,,
2089,2243,Food,Bar,Nightlife Spot,Hotel,French Restaurant,,,,,
2090,2244,French Restaurant,Food,Bar,Nightlife Spot,Hotel,,,,,
2091,2245,Pharmacy,Café,Food,,,,,,,
2092,2246,Pharmacy,Bar,Café,Food & Drink Shop,Food,Restaurant,,,,
2093,2247,Plaza,Italian Restaurant,French Restaurant,,,,,,,
2094,2248,Bakery,Café,French Restaurant,Food & Drink Shop,Food,,,,,
2095,2249,Plaza,Bakery,Food & Drink Shop,Food,,,,,,
2096,2250,Food & Drink Shop,Plaza,Café,Food,,,,,,
2097,2251,Food & Drink Shop,,,,,,,,,
2098,2252,Nightlife Spot,,,,,,,,,
2099,2253,Bar,Nightlife Spot,,,,,,,,
2100,2254,Plaza,,,,,,,,,
2101,2256,Outdoors & Recreation,,,,,,,,,
2102,2257,Outdoors & Recreation,,,,,,,,,
2103,2258,Outdoors & Recreation,Asian Restaurant,Athletics & Sports,Bakery,,,,,,
2104,2259,Plaza,Hotel,Food & Drink Shop,Food,Athletics & Sports,Outdoors & Recreation,Bakery,French Restaurant,Café,
2105,2260,Hotel,Food,Plaza,Bakery,Japanese Restaurant,French Restaurant,Food & Drink Shop,,,
2106,2261,Outdoors & Recreation,,,,,,,,,
2107,2262,Outdoors & Recreation,,,,,,,,,
2108,2263,Athletics & Sports,Bakery,Japanese Restaurant,Hotel,,,,,,
2109,2264,Athletics & Sports,Bakery,Hotel,,,,,,,
2110,2265,Bakery,Italian Restaurant,Hotel,,,,,,,
2111,2266,Japanese Restaurant,Italian Restaurant,Hotel,Café,Food,,,,,
2112,2267,Café,French Restaurant,Food,,,,,,,
2113,2268,French Restaurant,Food & Drink Shop,Food,,,,,,,
2114,2269,Food,Bar,Japanese Restaurant,Café,Food & Drink Shop,,,,,
2115,2270,Bar,Café,Food,,,,,,,
2116,2272,French Restaurant,Food & Drink Shop,,,,,,,,
2117,2273,French Restaurant,Food,,,,,,,,
2118,2274,French Restaurant,Food,,,,,,,,
2119,2275,Plaza,Café,Hotel,French Restaurant,Food & Drink Shop,Food,,,,
2120,2276,Plaza,Bar,Café,Hotel,Food & Drink Shop,Restaurant,,,,
2121,2277,Plaza,Bar,Restaurant,,,,,,,
2122,2278,Plaza,Bakery,Bar,,,,,,,
2123,2279,Plaza,Bar,,,,,,,,
2124,2280,Food & Drink Shop,Plaza,Café,Food,,,,,,
2125,2281,Food & Drink Shop,Food,,,,,,,,
2126,2282,Bar,Japanese Restaurant,French Restaurant,Food,,,,,,
2127,2283,Bar,Japanese Restaurant,French Restaurant,,,,,,,
2128,2284,Hotel,,,,,,,,,
2129,2286,Outdoors & Recreation,,,,,,,,,
